"","ID","Question","Response","value"
"105","4363","Q08","mass/volume",1
"106","4366","Q08","mass/volume",1
"107","4356","Q08","mass/volume",1
"108","4364","Q08","mass/volume",1
"109","4355","Q08","mass/volume",1
"110","4325","Q08","mass/volume",1
"111","4342","Q08","mass/volume",1
"112","4391","Q08","mass/volume",1
"113","4393","Q08","mass/volume",1
"114","4390","Q08","volume/mass",0
"115","4385","Q08","mass/volume",1
"116","4384","Q08","mass/volume",1
"117","4392","Q08","mass/volume",1
"118","4380","Q08","mass/volume",1
"119","4386","Q08","mass/volume",1
"120","4394","Q08","mass/volume",1
"121","4383","Q08","mass/volume",1
"122","4382","Q08","mass/volume",1
"123","4379","Q08","mass/volume",1
"124","4376","Q08","mass/volume",1
"125","4404","Q08","volume/mass",0
"126","4410","Q08","mass/volume",1
"127","4411","Q08","mass X volume",0
"128","4406","Q08","mass/volume",1
"129","4400","Q08","mass/volume",1
"130","4396","Q08","mass/volume",1
"131","4407","Q08","mass/volume",1
"132","4399","Q08","mass/volume",1
"133","4413","Q08","volume/mass",0
"134","4401","Q08","mass/volume",1
"135","4397","Q08","mass/volume",1
"136","4416","Q08","mass X volume",0
"137","4429","Q08","mass/volume",1
"138","4442","Q08","mass/volume",1
"139","4428","Q08","mass/volume",1
"140","4424","Q08","mass/volume",1
"141","4433","Q08","mass/volume",1
"142","4283F","Q08","mass/volume",1
"143","4423","Q08","volume/mass",0
"144","4436","Q08","mass/volume",1
"145","4430","Q08","mass/volume",1
"146","4431","Q08","mass/volume",1
"147","4441","Q08","mass/volume",1
"148","4437","Q08","mass/volume",1
"149","4434","Q08","mass/volume",1
"150","4427","Q08","mass/volume",1
"151","4426","Q08","mass/volume",1
"152","4440","Q08","mass/volume",1
"153","4446","Q08","mass/volume",1
"154","4432","Q08","mass/volume",1
"155","4438","Q08","mass X volume",0
"156","4449","Q08","mass/volume",1
"157","4435","Q08","volume/mass",0
"158","4448","Q08","mass X volume",0
"159","4455","Q08","mass/volume",1
"160","4451","Q08","mass/volume",1
"161","4447","Q08","mass/volume",1
"162","4459","Q08","mass/volume",1
"163","4457","Q08","mass/volume",1
"164","4456","Q08","mass/volume",1
"165","4454","Q08","mass/volume",1
"166","4458","Q08","mass/volume",1
"167","4460","Q08","mass/volume",1
"168","4450","Q08","mass/volume",1
"169","4453","Q08","mass X volume",0
"170","4452","Q08","mass X volume",0
"171","4239","Q08","mass/volume",1
"172","4408","Q08","mass/volume",1
"173","4490","Q08","mass X volume",0
"174","4465","Q08","mass X volume",0
"175","4467","Q08","mass/volume",1
"176","4472","Q08","volume/mass",0
"177","4507","Q08","mass/volume",1
"178","4518","Q08","mass/volume",1
"179","4503","Q08","mass/volume",1
"180","4479","Q08","mass/volume",1
"181","4524","Q08","mass X volume",0
"182","4485","Q08","mass/volume",1
"183","4476","Q08","mass/volume",1
"184","4483","Q08","mass X volume",0
"185","4510","Q08","mass X volume",0
"186","4482","Q08","mass/volume",1
"187","4520","Q08","mass X volume",0
"188","4498","Q08","mass/volume",1
"189","4500","Q08","mass/volume",1
"190","4513","Q08","volume/mass",0
"191","4484","Q08","mass/volume",1
"192","4492","Q08","mass/volume",1
"193","4522","Q08","mass/volume",1
"194","4461","Q08","mass/volume",1
"195","4494","Q08","mass/volume",1
"196","4514","Q08","mass/volume",1
"197","4517","Q08","mass/volume",1
"198","4515","Q08","mass/volume",1
"199","4488","Q08","volume/mass",0
"200","4478","Q08","volume/mass",0
"201","4502","Q08","mass/volume",1
"202","4521","Q08","mass/volume",1
"203","4509","Q08","volume/mass",0
"204","4501","Q08","mass X volume",0
"205","4499","Q08","mass/volume",1
"206","4505","Q08","mass X volume",0
"207","4495","Q08","mass/volume",1
"208","4344","Q08","mass/volume",1
"209","4292BM","Q08","mass/volume",1
"210","4279","Q08","mass/volume",1
"211","4341","Q08","mass/volume",1
"212","4279","Q08","mass/volume",1
"213","4281","Q08","mass/volume",1
"214","4245","Q08","mass/volume",1
"215","4335","Q08","mass/volume",1
"216","4326","Q08","mass/volume",1
"217","4334","Q08","volume/mass",0
"218","4370","Q08","mass/volume",1
"219","4360","Q08","mass/volume",1
"220","4345","Q08","mass/volume",1
"221","4350","Q08","volume/mass",0
"222","4463","Q08","mass/volume",1
"223","4562","Q08","mass/volume",1
"224","4563","Q08","mass/volume",1
"225","4564","Q08","mass/volume",1
"226","4537","Q08","mass/volume",1
"227","4558","Q08","mass X volume",0
"228","4550","Q08","mass/volume",1
"229","4573","Q08","mass X volume",0
"230","4536","Q08","mass/volume",1
"231","4571","Q08","mass/volume",1
"232","4571","Q08","mass X volume",0
"233","4566","Q08","mass/volume",1
"234","4546","Q08","mass/volume",1
"235","4554","Q08","mass/volume",1
"236","4535","Q08","mass/volume",1
"237","4553","Q08","mass/volume",1
"238","4540","Q08","mass X volume",0
"239","4358F","Q08","mass/volume",1
"240","4572","Q08","mass X volume",0
"241","4549","Q08","volume/mass",0
"242","4568","Q08","mass/volume",1
"243","4543","Q08","mass/volume",1
"244","4569","Q08","mass X volume",0
"245","4574","Q08","mass/volume",1
"246","4560","Q08","mass/volume",1
"247","4527","Q08","mass X volume",0
"248","4548","Q08","volume/mass",0
"249","4559","Q08","mass/volume",1
"250","4531","Q08","volume/mass",0
"251","4545","Q08","mass/volume",1
"252","4533","Q08","mass/volume",1
"253","4480","Q08","mass/volume",1
"254","4358","Q08","mass/volume",1
"255","4381","Q08","mass/volume",1
"256","4374","Q08","mass/volume",1
"257","4317","Q08","mass/volume",1
"258","4314","Q08","mass/volume",1
"259","4305","Q08","mass/volume",1
"260","4326F","Q08","mass/volume",1
"261","4281","Q08","mass/volume",1
"262","4316","Q08","mass/volume",1
"263","4372","Q08","mass/volume",1
"264","4292R","Q08","mass/volume",1
"265","4329","Q08","mass X volume",0
"266","4375","Q08","mass/volume",1
"267","4310","Q08","volume/mass",0
"268","4353F","Q08","mass/volume",1
"269","4371","Q08","mass/volume",1
"270","4648","Q08","mass/volume",1
"271","4632","Q08","mass/volume",1
"272","4664","Q08","mass/volume",1
"273","4636","Q08","mass/volume",1
"274","4668C","Q08","mass/volume",1
"275","4295","Q08","mass/volume",1
"276","4639","Q08","mass X volume",0
"277","4631","Q08","mass/volume",1
"278","4650","Q08","mass/volume",1
"279","4635","Q08","mass/volume",1
"280","4643","Q08","mass/volume",1
"281","4659","Q08","mass/volume",1
"282","4642","Q08","mass/volume",1
"283","4665","Q08","mass/volume",1
"284","4657","Q08","mass X volume",0
"285","4677","Q08","volume/mass",0
"286","4673","Q08","mass/volume",1
"287","4672","Q08","mass/volume",1
"288","4660","Q08","mass/volume",1
"289","4678","Q08","mass/volume",1
"290","4676","Q08","mass/volume",1
"291","4666","Q08","mass/volume",1
"292","4646","Q08","mass/volume",1
"293","4611","Q08","mass X volume",0
"294","4602","Q08","mass X volume",0
"295","4626","Q08","mass X volume",0
"296","4589","Q08","mass X volume",0
"297","4586","Q08","mass X volume",0
"298","4581F","Q08","mass/volume",1
"299","4591","Q08","mass X volume",0
"300","4627","Q08","mass/volume",1
"301","4623","Q08","mass/volume",1
"302","4601","Q08","volume/mass",0
"303","4600","Q08","mass/volume",1
"304","4608","Q08","mass X volume",0
"305","4599","Q08","mass/volume",1
"306","4610","Q08","volume/mass",0
"307","4609","Q08","mass/volume",1
"308","4607","Q08","mass/volume",1
"309","4578","Q08","mass X volume",0
"310","4588","Q08","mass X volume",0
"311","4617","Q08","volume/mass",0
"312","4613","Q08","mass X volume",0
"313","4583","Q08","mass/volume",1
"314","4585","Q08","mass/volume",1
"315","4616","Q08","mass/volume",1
"316","4595","Q08","mass/volume",1
"317","4619","Q08","mass/volume",1
"318","4579","Q08","mass/volume",1
"319","4620","Q08","mass/volume",1
"320","4592","Q08","mass/volume",1
"321","4598","Q08","mass/volume",1
"322","4663","Q08","mass X volume",0
"323","4670","Q08","mass/volume",1
"324","4652","Q08","mass/volume",1
"325","4419","Q08","mass/volume",1
"326","4653","Q08","mass/volume",1
"327","4669","Q08","mass/volume",1
"328","4389","Q08","mass/volume",1
"329","4667","Q08","mass/volume",1
"330","4541","Q08","mass/volume",1
"331","4686","Q08","volume/mass",0
"332","4542","Q08","mass/volume",1
"333","4645","Q08","mass/volume",1
"334","4656","Q08","mass/volume",1
"335","4395","Q08","mass/volume",1
"336","4681","Q08","mass/volume",1
"337","4414","Q08","mass/volume",1
"338","4508","Q08","mass/volume",1
"339","4464","Q08","mass/volume",1
"340","4683","Q08","mass/volume",1
"341","4539","Q08","mass/volume",1
"342","4653F","Q08","mass/volume",1
"343","4657","Q08","mass/volume",1
"344","4506","Q08","mass/volume",1
"345","4668","Q08","mass/volume",1
"346","4684","Q08","mass/volume",1
"347","4637","Q08","mass/volume",1
"348","4311","Q08","mass/volume",1
"349","4297","Q08","mass/volume",1
"350","4707","Q08","mass/volume",1
"351","4698","Q08","mass X volume",0
"352","4703","Q08","mass/volume",1
"353","4712","Q08","mass/volume",1
"354","4702","Q08","mass/volume",1
"355","4691","Q08","mass/volume",1
"356","4693","Q08","mass/volume",1
"357","4704","Q08","volume/mass",0
"358","4736","Q08","mass/volume",1
"359","4771","Q08","mass/volume",1
"360","4697","Q08","mass X volume",0
"361","4717","Q08","mass/volume",1
"362","4723","Q08","mass/volume",1
"363","4726","Q08","volume/mass",0
"364","4714","Q08","mass/volume",1
"365","4716","Q08","mass/volume",1
"366","4718","Q08","mass/volume",1
"367","4730","Q08","mass/volume",1
"368","4725","Q08","mass/volume",1
"369","4720","Q08","mass/volume",1
"370","4728","Q08","mass/volume",1
"371","4606","Q08","mass/volume",1
"372","4733","Q08","mass X volume",0
"373","4731","Q08","mass X volume",0
"374","4727","Q08","volume/mass",0
"375","4729","Q08","mass/volume",1
"376","4722","Q08","mass/volume",1
"377","4753B","Q08","mass/volume",1
"378","4604","Q08","mass/volume",1
"379","4737","Q08","volume/mass",0
"380","4746B","Q08","mass/volume",1
"381","4763B","Q08","mass X volume",0
"382","4759","Q08","mass/volume",1
"383","4766","Q08","mass X volume",0
"384","4768","Q08","mass/volume",1
"385","4762","Q08","mass/volume",1
"386","4764","Q08","mass/volume",1
"387","4758","Q08","volume/mass",0
"388","4769","Q08","mass/volume",1
"389","4754B","Q08","volume/mass",0
"390","4761","Q08","mass/volume",1
"391","4756B","Q08","mass/volume",1
"392","4755B","Q08","volume/mass",0
"393","4710","Q08","mass/volume",1
"394","4746","Q08","volume/mass",0
"395","4739","Q08","mass/volume",1
"396","4754","Q08","mass X volume",0
"397","4755","Q08","mass X volume",0
"398","4742","Q08","mass/volume",1
"399","4750","Q08","mass X volume",0
"400","4748","Q08","mass/volume",1
"401","4753","Q08","volume/mass",0
"402","4743","Q08","mass/volume",1
"403","4760","Q08","mass/volume",1
"404","4767","Q08","mass/volume",1
"405","4778","Q08","mass/volume",1
"406","4777","Q08","mass X volume",0
"407","4763","Q08","mass/volume",1
"408","4768","Q08","mass/volume",1
"409","4773","Q08","mass X volume",0
"410","4765","Q08","volume/mass",0
"411","4764","Q08","mass X volume",0
"412","4770","Q08","mass/volume",1
"413","4775","Q08","volume/mass",0
"414","4769","Q08","mass/volume",1
"415","4771","Q08","mass/volume",1
"416","4740","Q08","mass/volume",1
"417","4824","Q08","volume/mass",0
"418","4816","Q08","mass/volume",1
"419","4820","Q08","mass/volume",1
"420","4817","Q08","mass/volume",1
"421","4824","Q08","mass X volume",0
"422","4815","Q08","mass/volume",1
"423","4825","Q08","mass X volume",0
"424","4819","Q08","volume/mass",0
"425","4822","Q08","mass/volume",1
"426","4821","Q08","mass/volume",1
"427","4818","Q08","mass/volume",1
"428","4781","Q08","mass/volume",1
"429","4789","Q08","volume/mass",0
"430","4782","Q08","mass/volume",1
"431","4786","Q08","mass/volume",1
"432","4783","Q08","mass/volume",1
"433","4787","Q08","mass/volume",1
"434","4785","Q08","mass/volume",1
"435","4780","Q08","mass/volume",1
"436","4788","Q08","mass/volume",1
"437","4784","Q08","mass/volume",1
"438","4779","Q08","mass/volume",1
"439","4756","Q08","mass/volume",1
"440","4795","Q08","mass/volume",1
"441","4805","Q08","mass X volume",0
"442","4799","Q08","mass/volume",1
"443","4796","Q08","mass/volume",1
"444","4791","Q08","mass/volume",1
"445","4808","Q08","mass/volume",1
"446","4806","Q08","mass/volume",1
"447","4793","Q08","mass/volume",1
"448","4809","Q08","mass/volume",1
"449","4807","Q08","mass/volume",1
"450","4800","Q08","mass/volume",1
"451","4812","Q08","mass/volume",1
"452","4810","Q08","mass/volume",1
"453","4803","Q08","mass/volume",1
"454","4802","Q08","mass/volume",1
"455","4813","Q08","mass/volume",1
"456","4801","Q08","mass X volume",0
"457","4836","Q08","mass X volume",0
"458","4832","Q08","mass X volume",0
"459","4838","Q08","mass/volume",1
"460","4833","Q08","mass X volume",0
"461","4828","Q08","volume/mass",0
"462","4831","Q08","mass/volume",1
"463","4834","Q08","mass/volume",1
"464","4835","Q08","mass X volume",0
"465","4826","Q08","mass X volume",0
"466","4827","Q08","mass/volume",1
"467","4829","Q08","mass X volume",0
"468","4837","Q08","volume/mass",0
"469","4830","Q08","mass X volume",0
"470","4846","Q08","mass/volume",1
"471","4847","Q08","mass/volume",1
"472","4855","Q08","volume/mass",0
"473","4850","Q08","volume/mass",0
"474","4581","Q08","mass/volume",1
"475","4849","Q08","volume/mass",0
"476","4845","Q08","mass/volume",1
"477","4848","Q08","mass/volume",1
"478","4839","Q08","mass/volume",1
"479","4857","Q08","mass/volume",1
"480","4856","Q08","mass/volume",1
"481","4842","Q08","mass/volume",1
"482","4852","Q08","mass/volume",1
"483","4752","Q08","mass/volume",1
"484","4859","Q08","mass/volume",1
"485","4871","Q08","mass X volume",0
"486","4873","Q08","volume/mass",0
"487","4858","Q08","mass/volume",1
"488","4874","Q08","mass/volume",1
"489","4863","Q08","mass/volume",1
"490","4864","Q08","mass X volume",0
"491","4860","Q08","mass/volume",1
"492","4866","Q08","mass/volume",1
"493","4869","Q08","mass/volume",1
"494","4862","Q08","mass/volume",1
"495","4870","Q08","mass X volume",0
"496","4868","Q08","mass/volume",1
"497","4861","Q08","volume/mass",0
"498","4892","Q08","mass/volume",1
"499","4891","Q08","mass/volume",1
"500","4899","Q08","volume/mass",0
"501","4898","Q08","mass/volume",1
"502","4879","Q08","volume/mass",0
"503","4883","Q08","mass/volume",1
"504","4919","Q08","mass/volume",1
"505","4879","Q08","mass/volume",1
"506","4913","Q08","mass/volume",1
"507","4897","Q08","mass/volume",1
"508","4911","Q08","mass/volume",1
"509","4904","Q08","mass/volume",1
"510","4895","Q08","mass/volume",1
"511","4910","Q08","mass/volume",1
"512","4901","Q08","mass/volume",1
"513","4884","Q08","mass/volume",1
"514","4898","Q08","mass/volume",1
"515","4917","Q08","mass/volume",1
"516","4924","Q08","mass/volume",1
"517","4908","Q08","mass/volume",1
"518","4900","Q08","mass/volume",1
"519","4922","Q08","mass/volume",1
"520","4906","Q08","mass/volume",1
"521","4899","Q08","mass/volume",1
"522","4885","Q08","mass/volume",1
"523","4914","Q08","mass/volume",1
"524","4921","Q08","mass/volume",1
"525","4903","Q08","mass/volume",1
"526","4902","Q08","mass/volume",1
"527","4909","Q08","mass/volume",1
"528","4912","Q08","mass/volume",1
"529","4926","Q08","mass/volume",1
"530","4886","Q08","mass/volume",1
"531","4907","Q08","mass/volume",1
"532","4888","Q08","mass/volume",1
"533","4896","Q08","mass/volume",1
"534","4927","Q08","mass/volume",1
"535","4878","Q08","mass/volume",1
"536","4923","Q08","mass/volume",1
"537","4880","Q08","mass/volume",1
"538","4920","Q08","mass/volume",1
"539","4887","Q08","mass/volume",1
"540","4217","Q09","Agree",1
"541","4216","Q09","Agree",1
"542","4232","Q09","Disagree",0
"543","4233","Q09","Agree",1
"544","4230","Q09","Not sure",0.5
"545","4420","Q09","Agree",1
"546","4234","Q09","Agree",1
"547","4219","Q09","Agree",1
"548","4229","Q09","Disagree",0
"549","4236","Q09","Disagree",0
"550","4227","Q09","Agree",1
"551","4228","Q09","Disagree",0
"552","4254","Q09","Not sure",0.5
"553","4267","Q09","Not sure",0.5
"554","4255","Q09","Agree",1
"555","4261","Q09","Agree",1
"556","4246","Q09","Agree",1
"557","4251","Q09","Not sure",0.5
"558","4241","Q09","Disagree",0
"559","4247","Q09","Disagree",0
"560","4256","Q09","Disagree",0
"561","4253","Q09","Not sure",0.5
"562","4263","Q09","Disagree",0
"563","4244","Q09","Disagree",0
"564","4252","Q09","Disagree",0
"565","4257","Q09","Disagree",0
"566","4264F","Q09","Agree",1
"567","4259","Q09","Agree",1
"568","4242","Q09","Agree",1
"569","4265","Q09","Not sure",0.5
"570","4282A","Q09","Disagree",0
"571","4276","Q09","Agree",1
"572","4272","Q09","Disagree",0
"573","4284","Q09","Disagree",0
"574","4292F","Q09","Agree",1
"575","4280","Q09","Disagree",0
"576","4294F","Q09","Disagree",0
"577","4287","Q09","Disagree",0
"578","4275","Q09","Agree",1
"579","4273","Q09","Agree",1
"580","4289","Q09","Agree",1
"581","4291F","Q09","Not sure",0.5
"582","4277","Q09","Agree",1
"583","4286","Q09","Not sure",0.5
"584","4285","Q09","Agree",1
"585","4270","Q09","Disagree",0
"586","4293F","Q09","Disagree",0
"587","4243","Q09","Disagree",0
"588","4271","Q09","Agree",1
"589","4264","Q09","Not sure",0.5
"590","4268","Q09","Disagree",0
"591","4258","Q09","Agree",1
"592","4249","Q09","Disagree",0
"593","4240","Q09","Agree",1
"594","4260","Q09","Disagree",0
"595","4269","Q09","Agree",1
"596","4248","Q09","Agree",1
"597","4290","Q09","Agree",1
"598","4283","Q09","Agree",1
"599","4288","Q09","Agree",1
"600","4321","Q09","Not sure",0.5
"601","4300","Q09","Not sure",0.5
"602","4304","Q09","Disagree",0
"603","4303","Q09","Disagree",0
"604","4312","Q09","Agree",1
"605","4322","Q09","Not sure",0.5
"606","4313","Q09","Agree",1
"607","4315","Q09","Not sure",0.5
"608","4319","Q09","Not sure",0.5
"609","4318","Q09","Agree",1
"610","4296","Q09","Not sure",0.5
"611","4308","Q09","Agree",1
"612","4036","Q09","Agree",1
"613","4307","Q09","Agree",1
"614","4301","Q09","Agree",1
"615","4294","Q09","Not sure",0.5
"616","4309","Q09","Agree",1
"617","4302","Q09","Not sure",0.5
"618","4278","Q09","Agree",1
"619","4291","Q09","Agree",1
"620","4282K","Q09","Not sure",0.5
"621","4293","Q09","Not sure",0.5
"622","4443","Q09","Agree",1
"623","4327","Q09","Disagree",0
"624","4330","Q09","Agree",1
"625","4337","Q09","Agree",1
"626","4343","Q09","Not sure",0.5
"627","4328","Q09","Disagree",0
"628","4324","Q09","Agree",1
"629","4348","Q09","Agree",1
"630","4338","Q09","Disagree",0
"631","4332","Q09","Agree",1
"632","4346","Q09","Agree",1
"633","4347","Q09","Agree",1
"634","4339","Q09","Disagree",0
"635","4353","Q09","Disagree",0
"636","4367","Q09","Agree",1
"637","4365","Q09","Disagree",0
"638","4357","Q09","Agree",1
"639","4373","Q09","Agree",1
"640","4359","Q09","Agree",1
"641","4352","Q09","Disagree",0
"642","4362","Q09","Not sure",0.5
"643","4363","Q09","Agree",1
"644","4366","Q09","Agree",1
"645","4356","Q09","Agree",1
"646","4364","Q09","Agree",1
"647","4355","Q09","Agree",1
"648","4325","Q09","Agree",1
"649","4342","Q09","Agree",1
"650","4391","Q09","Not sure",0.5
"651","4393","Q09","Disagree",0
"652","4390","Q09","Agree",1
"653","4385","Q09","Agree",1
"654","4384","Q09","Disagree",0
"655","4392","Q09","Disagree",0
"656","4380","Q09","Agree",1
"657","4386","Q09","Disagree",0
"658","4394","Q09","Disagree",0
"659","4383","Q09","Agree",1
"660","4382","Q09","Not sure",0.5
"661","4379","Q09","Agree",1
"662","4376","Q09","Disagree",0
"663","4404","Q09","Agree",1
"664","4410","Q09","Agree",1
"665","4411","Q09","Agree",1
"666","4406","Q09","Agree",1
"667","4400","Q09","Disagree",0
"668","4396","Q09","Agree",1
"669","4407","Q09","Not sure",0.5
"670","4399","Q09","Not sure",0.5
"671","4413","Q09","Agree",1
"672","4401","Q09","Disagree",0
"673","4397","Q09","Not sure",0.5
"674","4416","Q09","Not sure",0.5
"675","4429","Q09","Agree",1
"676","4442","Q09","Not sure",0.5
"677","4428","Q09","Agree",1
"678","4424","Q09","Disagree",0
"679","4433","Q09","Agree",1
"680","4283F","Q09","Agree",1
"681","4423","Q09","Disagree",0
"682","4436","Q09","Agree",1
"683","4430","Q09","Disagree",0
"684","4431","Q09","Disagree",0
"685","4441","Q09","Agree",1
"686","4437","Q09","Not sure",0.5
"687","4434","Q09","Agree",1
"688","4427","Q09","Disagree",0
"689","4426","Q09","Disagree",0
"690","4440","Q09","Agree",1
"691","4446","Q09","Disagree",0
"692","4432","Q09","Disagree",0
"693","4438","Q09","Disagree",0
"694","4449","Q09","Disagree",0
"695","4435","Q09","Agree",1
"696","4448","Q09","Agree",1
"697","4455","Q09","Agree",1
"698","4451","Q09","Disagree",0
"699","4447","Q09","Disagree",0
"700","4459","Q09","Agree",1
"701","4457","Q09","Agree",1
"702","4456","Q09","Agree",1
"703","4454","Q09","Agree",1
"704","4458","Q09","Agree",1
"705","4460","Q09","Agree",1
"706","4450","Q09","Disagree",0
"707","4453","Q09","Not sure",0.5
"708","4452","Q09","Agree",1
"709","4239","Q09","Disagree",0
"710","4408","Q09","Not sure",0.5
"711","4490","Q09","Not sure",0.5
"712","4465","Q09","Disagree",0
"713","4467","Q09","Agree",1
"714","4472","Q09","Not sure",0.5
"715","4507","Q09","Disagree",0
"716","4518","Q09","Not sure",0.5
"717","4503","Q09","Not sure",0.5
"718","4479","Q09","Agree",1
"719","4524","Q09","Agree",1
"720","4485","Q09","Not sure",0.5
"721","4476","Q09","Disagree",0
"722","4483","Q09","Disagree",0
"723","4510","Q09","Agree",1
"724","4482","Q09","Disagree",0
"725","4520","Q09","Agree",1
"726","4498","Q09","Agree",1
"727","4500","Q09","Agree",1
"728","4513","Q09","Not sure",0.5
"729","4484","Q09","Agree",1
"730","4492","Q09","Not sure",0.5
"731","4522","Q09","Not sure",0.5
"732","4461","Q09","Disagree",0
"733","4494","Q09","Agree",1
"734","4514","Q09","Disagree",0
"735","4517","Q09","Agree",1
"736","4515","Q09","Not sure",0.5
"737","4488","Q09","Agree",1
"738","4478","Q09","Agree",1
"739","4502","Q09","Not sure",0.5
"740","4521","Q09","Disagree",0
"741","4509","Q09","Not sure",0.5
"742","4501","Q09","Not sure",0.5
"743","4499","Q09","Disagree",0
"744","4505","Q09","Agree",1
"745","4495","Q09","Not sure",0.5
"746","4344","Q09","Agree",1
"747","4292BM","Q09","Disagree",0
"748","4279","Q09","Agree",1
"749","4341","Q09","Agree",1
"750","4279","Q09","Agree",1
"751","4281","Q09","Not sure",0.5
"752","4245","Q09","Agree",1
"753","4335","Q09","Agree",1
"754","4326","Q09","Not sure",0.5
"755","4334","Q09","Agree",1
"756","4370","Q09","Not sure",0.5
"757","4360","Q09","Not sure",0.5
"758","4345","Q09","Not sure",0.5
"759","4350","Q09","Disagree",0
"760","4463","Q09","Agree",1
"761","4562","Q09","Agree",1
"762","4563","Q09","Agree",1
"763","4564","Q09","Agree",1
"764","4537","Q09","Agree",1
"765","4558","Q09","Not sure",0.5
"766","4550","Q09","Disagree",0
"767","4573","Q09","Agree",1
"768","4536","Q09","Not sure",0.5
"769","4571","Q09","Not sure",0.5
"770","4571","Q09","Not sure",0.5
"771","4566","Q09","Disagree",0
"772","4546","Q09","Disagree",0
"773","4554","Q09","Disagree",0
"774","4535","Q09","Not sure",0.5
"775","4553","Q09","Agree",1
"776","4540","Q09","Agree",1
"777","4358F","Q09","Not sure",0.5
"778","4572","Q09","Disagree",0
"779","4549","Q09","Disagree",0
"780","4568","Q09","Disagree",0
"781","4543","Q09","Agree",1
"782","4569","Q09","Disagree",0
"783","4574","Q09","Not sure",0.5
"784","4560","Q09","Not sure",0.5
"785","4527","Q09","Agree",1
"786","4548","Q09","Agree",1
"787","4559","Q09","Disagree",0
"788","4531","Q09","Agree",1
