,ID,Question,Response,value
183,4764,Q9,Agree,1
184,4754B,Q9,Agree,1
185,4756B,Q9,Agree,1
186,4755B,Q9,Agree,1
187,4746,Q9,Agree,1
188,4739,Q9,Agree,1
189,4754,Q9,Agree,1
190,4755,Q9,Agree,1
191,4742,Q9,Agree,1
192,4750,Q9,Agree,1
193,4753,Q9,Agree,1
194,4743,Q9,Agree,1
195,4767,Q9,Agree,1
196,4763,Q9,Agree,1
197,4770,Q9,Agree,1
198,4775,Q9,Agree,1
199,4771,Q9,Agree,1
200,4816,Q9,Agree,1
201,4817,Q9,Agree,1
202,4819,Q9,Agree,1
203,4822,Q9,Agree,1
204,4821,Q9,Agree,1
205,4781,Q9,Agree,1
206,4789,Q9,Agree,1
207,4782,Q9,Agree,1
208,4785,Q9,Agree,1
209,4756,Q9,Agree,1
210,4795,Q9,Agree,1
211,4799,Q9,Agree,1
212,4796,Q9,Agree,1
213,4808,Q9,Agree,1
214,4806,Q9,Agree,1
215,4809,Q9,Agree,1
216,4807,Q9,Agree,1
217,4800,Q9,Agree,1
218,4812,Q9,Agree,1
219,4803,Q9,Agree,1
220,4802,Q9,Agree,1
221,4836,Q9,Agree,1
222,4828,Q9,Agree,1
223,4827,Q9,Agree,1
224,4830,Q9,Agree,1
225,4846,Q9,Agree,1
226,4847,Q9,Agree,1
227,4581,Q9,Agree,1
228,4848,Q9,Agree,1
229,4839,Q9,Agree,1
230,4752,Q9,Agree,1
231,4859,Q9,Agree,1
232,4871,Q9,Agree,1
233,4869,Q9,Agree,1
234,4899,Q9,Agree,1
235,4879,Q9,Agree,1
236,4897,Q9,Agree,1
237,4911,Q9,Agree,1
238,4904,Q9,Agree,1
239,4895,Q9,Agree,1
240,4910,Q9,Agree,1
241,4901,Q9,Agree,1
242,4884,Q9,Agree,1
243,4898,Q9,Agree,1
244,4917,Q9,Agree,1
245,4908,Q9,Agree,1
246,4900,Q9,Agree,1
247,4922,Q9,Agree,1
248,4906,Q9,Agree,1
249,4899,Q9,Agree,1
250,4885,Q9,Agree,1
251,4914,Q9,Agree,1
252,4921,Q9,Agree,1
253,4909,Q9,Agree,1
254,4926,Q9,Agree,1
255,4886,Q9,Agree,1
256,4888,Q9,Agree,1
257,4896,Q9,Agree,1
258,4878,Q9,Agree,1
259,4923,Q9,Agree,1
260,4880,Q9,Agree,1
261,4920,Q9,Agree,1
262,4887,Q9,Agree,1
263,4216,Q14,Agree14,0
264,4232,Q14,Agree14,0
265,4230,Q14,Agree14,0
266,4421,Q14,Agree14,0
267,4219,Q14,Agree14,0
268,4229,Q14,Agree14,0
269,4227,Q14,Agree14,0
270,4228,Q14,Agree14,0
271,4224,Q14,Agree14,0
272,4226,Q14,Agree14,0
273,4225,Q14,Agree14,0
274,4267,Q14,Agree14,0
275,4255,Q14,Agree14,0
276,4261,Q14,Agree14,0
277,4246,Q14,Agree14,0
278,4241,Q14,Agree14,0
279,4247,Q14,Agree14,0
280,4256,Q14,Agree14,0
281,4253,Q14,Agree14,0
282,4263,Q14,Agree14,0
283,4244,Q14,Agree14,0
284,4252,Q14,Agree14,0
285,4259,Q14,Agree14,0
286,4265,Q14,Agree14,0
287,4282A,Q14,Agree14,0
288,4292F,Q14,Agree14,0
289,4280,Q14,Agree14,0
290,4294F,Q14,Agree14,0
291,4287,Q14,Agree14,0
292,4275,Q14,Agree14,0
293,4289,Q14,Agree14,0
294,4270,Q14,Agree14,0
295,4293F,Q14,Agree14,0
296,4243,Q14,Agree14,0
297,4249,Q14,Agree14,0
298,4240,Q14,Agree14,0
299,4269,Q14,Agree14,0
300,4248,Q14,Agree14,0
301,4283,Q14,Agree14,0
302,4321,Q14,Agree14,0
303,4300,Q14,Agree14,0
304,4304,Q14,Agree14,0
305,4303,Q14,Agree14,0
306,4312,Q14,Agree14,0
307,4322,Q14,Agree14,0
308,4315,Q14,Agree14,0
309,4319,Q14,Agree14,0
310,4318,Q14,Agree14,0
311,4296,Q14,Agree14,0
312,4308,Q14,Agree14,0
313,4036,Q14,Agree14,0
314,4301,Q14,Agree14,0
315,4294,Q14,Agree14,0
316,4299,Q14,Agree14,0
317,4302,Q14,Agree14,0
318,4278,Q14,Agree14,0
319,4291,Q14,Agree14,0
320,4282K,Q14,Agree14,0
321,4443,Q14,Agree14,0
322,4330,Q14,Agree14,0
323,4337,Q14,Agree14,0
324,4324,Q14,Agree14,0
325,4348,Q14,Agree14,0
326,4338,Q14,Agree14,0
327,4353,Q14,Agree14,0
328,4365,Q14,Agree14,0
329,4357,Q14,Agree14,0
330,4373,Q14,Agree14,0
331,4364,Q14,Agree14,0
332,4391,Q14,Agree14,0
333,4393,Q14,Agree14,0
334,4390,Q14,Agree14,0
335,4384,Q14,Agree14,0
336,4383,Q14,Agree14,0
337,4382,Q14,Agree14,0
338,4379,Q14,Agree14,0
339,4406,Q14,Agree14,0
340,4396,Q14,Agree14,0
341,4407,Q14,Agree14,0
342,4429,Q14,Agree14,0
343,4442,Q14,Agree14,0
344,4283F,Q14,Agree14,0
345,4436,Q14,Agree14,0
346,4441,Q14,Agree14,0
347,4437,Q14,Agree14,0
348,4427,Q14,Agree14,0
349,4426,Q14,Agree14,0
350,4449,Q14,Agree14,0
351,4457,Q14,Agree14,0
352,4456,Q14,Agree14,0
353,4454,Q14,Agree14,0
354,4460,Q14,Agree14,0
355,4452,Q14,Agree14,0
356,4490,Q14,Agree14,0
357,4465,Q14,Agree14,0
358,4467,Q14,Agree14,0
359,4472,Q14,Agree14,0
360,4503,Q14,Agree14,0
361,4485,Q14,Agree14,0
362,4476,Q14,Agree14,0
363,4483,Q14,Agree14,0
364,4482,Q14,Agree14,0
365,4520,Q14,Agree14,0
366,4513,Q14,Agree14,0
367,4484,Q14,Agree14,0
368,4494,Q14,Agree14,0
369,4514,Q14,Agree14,0
370,4501,Q14,Agree14,0
371,4495,Q14,Agree14,0
372,4344,Q14,Agree14,0
373,4279,Q14,Agree14,0
374,4281,Q14,Agree14,0
375,4370,Q14,Agree14,0
376,4360,Q14,Agree14,0
377,4345,Q14,Agree14,0
378,4562,Q14,Agree14,0
379,4563,Q14,Agree14,0
380,4537,Q14,Agree14,0
381,4558,Q14,Agree14,0
382,4550,Q14,Agree14,0
383,4573,Q14,Agree14,0
384,4571,Q14,Agree14,0
385,4571,Q14,Agree14,0
386,4566,Q14,Agree14,0
387,4554,Q14,Agree14,0
388,4535,Q14,Agree14,0
389,4553,Q14,Agree14,0
390,4358F,Q14,Agree14,0
391,4549,Q14,Agree14,0
392,4543,Q14,Agree14,0
393,4574,Q14,Agree14,0
394,4548,Q14,Agree14,0
395,4559,Q14,Agree14,0
396,4531,Q14,Agree14,0
397,4480,Q14,Agree14,0
398,4358,Q14,Agree14,0
399,4305,Q14,Agree14,0
400,4326F,Q14,Agree14,0
401,4316,Q14,Agree14,0
402,4329,Q14,Agree14,0
403,4375,Q14,Agree14,0
404,4310,Q14,Agree14,0
405,4353F,Q14,Agree14,0
406,4664,Q14,Agree14,0
407,4636,Q14,Agree14,0
408,4668C,Q14,Agree14,0
409,4639,Q14,Agree14,0
410,4631,Q14,Agree14,0
411,4635,Q14,Agree14,0
412,4643,Q14,Agree14,0
413,4659,Q14,Agree14,0
414,4642,Q14,Agree14,0
415,4665,Q14,Agree14,0
416,4657,Q14,Agree14,0
417,4646,Q14,Agree14,0
418,4602,Q14,Agree14,0
419,4626,Q14,Agree14,0
420,4589,Q14,Agree14,0
421,4586,Q14,Agree14,0
422,4581F,Q14,Agree14,0
423,4627,Q14,Agree14,0
424,4600,Q14,Agree14,0
425,4608,Q14,Agree14,0
426,4599,Q14,Agree14,0
427,4610,Q14,Agree14,0
428,4609,Q14,Agree14,0
429,4607,Q14,Agree14,0
430,4578,Q14,Agree14,0
431,4617,Q14,Agree14,0
432,4613,Q14,Agree14,0
433,4616,Q14,Agree14,0
434,4595,Q14,Agree14,0
435,4619,Q14,Agree14,0
436,4620,Q14,Agree14,0
437,4592,Q14,Agree14,0
438,4598,Q14,Agree14,0
439,4663,Q14,Agree14,0
440,4670,Q14,Agree14,0
441,4652,Q14,Agree14,0
442,4419,Q14,Agree14,0
443,4667,Q14,Agree14,0
444,4541,Q14,Agree14,0
445,4645,Q14,Agree14,0
446,4395,Q14,Agree14,0
447,4414,Q14,Agree14,0
448,4464,Q14,Agree14,0
449,4683,Q14,Agree14,0
450,4539,Q14,Agree14,0
451,4653F,Q14,Agree14,0
452,4506,Q14,Agree14,0
453,4297,Q14,Agree14,0
454,4707,Q14,Agree14,0
455,4698,Q14,Agree14,0
456,4703,Q14,Agree14,0
457,4691,Q14,Agree14,0
458,4693,Q14,Agree14,0
459,4736,Q14,Agree14,0
460,4771,Q14,Agree14,0
461,4723,Q14,Agree14,0
462,4726,Q14,Agree14,0
463,4716,Q14,Agree14,0
464,4725,Q14,Agree14,0
465,4720,Q14,Agree14,0
466,4728,Q14,Agree14,0
467,4606,Q14,Agree14,0
468,4733,Q14,Agree14,0
469,4727,Q14,Agree14,0
470,4737,Q14,Agree14,0
471,4746B,Q14,Agree14,0
472,4763B,Q14,Agree14,0
473,4762,Q14,Agree14,0
474,4769,Q14,Agree14,0
475,4754B,Q14,Agree14,0
476,4761,Q14,Agree14,0
477,4755B,Q14,Agree14,0
478,4710,Q14,Agree14,0
479,4746,Q14,Agree14,0
480,4755,Q14,Agree14,0
481,4742,Q14,Agree14,0
482,4753,Q14,Agree14,0
483,4743,Q14,Agree14,0
484,4760,Q14,Agree14,0
485,4778,Q14,Agree14,0
486,4777,Q14,Agree14,0
487,4763,Q14,Agree14,0
488,4770,Q14,Agree14,0
489,4775,Q14,Agree14,0
490,4771,Q14,Agree14,0
491,4824,Q14,Agree14,0
492,4816,Q14,Agree14,0
493,4820,Q14,Agree14,0
494,4815,Q14,Agree14,0
495,4822,Q14,Agree14,0
496,4821,Q14,Agree14,0
497,4781,Q14,Agree14,0
498,4783,Q14,Agree14,0
499,4780,Q14,Agree14,0
500,4779,Q14,Agree14,0
501,4756,Q14,Agree14,0
502,4799,Q14,Agree14,0
503,4808,Q14,Agree14,0
504,4800,Q14,Agree14,0
505,4810,Q14,Agree14,0
506,4832,Q14,Agree14,0
507,4838,Q14,Agree14,0
508,4831,Q14,Agree14,0
509,4834,Q14,Agree14,0
510,4827,Q14,Agree14,0
511,4829,Q14,Agree14,0
512,4837,Q14,Agree14,0
513,4850,Q14,Agree14,0
514,4581,Q14,Agree14,0
515,4845,Q14,Agree14,0
516,4839,Q14,Agree14,0
517,4852,Q14,Agree14,0
518,4752,Q14,Agree14,0
519,4871,Q14,Agree14,0
520,4858,Q14,Agree14,0
521,4864,Q14,Agree14,0
522,4860,Q14,Agree14,0
523,4862,Q14,Agree14,0
524,4861,Q14,Agree14,0
525,4899,Q14,Agree14,0
526,4898,Q14,Agree14,0
527,4879,Q14,Agree14,0
528,4883,Q14,Agree14,0
529,4919,Q14,Agree14,0
530,4879,Q14,Agree14,0
531,4884,Q14,Agree14,0
532,4917,Q14,Agree14,0
533,4924,Q14,Agree14,0
534,4906,Q14,Agree14,0
535,4899,Q14,Agree14,0
536,4921,Q14,Agree14,0
537,4903,Q14,Agree14,0
538,4926,Q14,Agree14,0
539,4907,Q14,Agree14,0
540,4888,Q14,Agree14,0
541,4878,Q14,Agree14,0
542,4923,Q14,Agree14,0
543,4887,Q14,Agree14,0
544,4217,Q22,Another answer?,NA
545,4230,Q22,Another answer?,NA
546,4234,Q22,Another answer?,NA
547,4225,Q22,Another answer?,NA
548,4254,Q22,Another answer?,NA
549,4255,Q22,Another answer?,NA
550,4321,Q22,Another answer?,NA
551,4302,Q22,Another answer?,NA
552,4386,Q22,Another answer?,NA
553,4457,Q22,Another answer?,NA
554,4467,Q22,Another answer?,NA
555,4476,Q22,Another answer?,NA
556,4281,Q22,Another answer?,NA
557,4571,Q22,Another answer?,NA
558,4560,Q22,Another answer?,NA
559,4533,Q22,Another answer?,NA
560,4480,Q22,Another answer?,NA
561,4642,Q22,Another answer?,NA
562,4611,Q22,Another answer?,NA
563,4389,Q22,Another answer?,NA
564,4686,Q22,Another answer?,NA
565,4656,Q22,Another answer?,NA
566,4508,Q22,Another answer?,NA
567,4464,Q22,Another answer?,NA
568,4668,Q22,Another answer?,NA
569,4693,Q22,Another answer?,NA
570,4716,Q22,Another answer?,NA
571,4729,Q22,Another answer?,NA
572,4722,Q22,Another answer?,NA
573,4746B,Q22,Another answer?,NA
574,4763B,Q22,Another answer?,NA
575,4762,Q22,Another answer?,NA
576,4750,Q22,Another answer?,NA
577,4765,Q22,Another answer?,NA
578,4764,Q22,Another answer?,NA
579,4819,Q22,Another answer?,NA
580,4786,Q22,Another answer?,NA
581,4787,Q22,Another answer?,NA
582,4779,Q22,Another answer?,NA
583,4813,Q22,Another answer?,NA
584,4836,Q22,Another answer?,NA
585,4833,Q22,Another answer?,NA
586,4859,Q22,Another answer?,NA
587,4866,Q22,Another answer?,NA
588,4899,Q22,Another answer?,NA
589,4883,Q22,Another answer?,NA
590,4922,Q22,Another answer?,NA
591,4232,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
592,4219,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
593,4236,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
594,4224,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
595,4226,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
596,4261,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
597,4241,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
598,4264F,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
599,4259,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
600,4242,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
601,4276,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
602,4272,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
603,4280,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
604,4294F,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
605,4275,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
606,4285,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
607,4293F,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
608,4243,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
609,4268,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
610,4258,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
611,4269,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
612,4290,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
613,4283,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
614,4304,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
615,4312,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
616,4036,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
617,4307,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
618,4301,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
619,4309,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
620,4278,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
621,4291,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
622,4443,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
623,4327,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
624,4337,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
625,4328,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
626,4324,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
627,4338,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
628,4346,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
629,4347,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
630,4353,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
631,4367,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
632,4357,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
633,4373,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
634,4359,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
635,4352,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
636,4363,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
637,4366,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
638,4364,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
639,4355,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
640,4325,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
641,4342,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
642,4393,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
643,4385,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
644,4384,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
645,4392,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
646,4394,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
647,4376,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
648,4404,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
649,4410,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
650,4411,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
651,4406,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
652,4400,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
653,4396,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
654,4413,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
655,4429,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
656,4428,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
657,4423,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
658,4436,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
659,4430,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
660,4431,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
661,4427,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
662,4440,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
663,4432,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
664,4449,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
665,4435,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
666,4448,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
667,4447,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
668,4459,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
669,4457,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
670,4456,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
671,4450,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
672,4465,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
673,4467,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
674,4507,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
675,4479,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
676,4524,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
677,4476,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
678,4483,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
679,4510,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
680,4482,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
681,4498,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
682,4461,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
683,4517,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
684,4478,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
685,4521,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
686,4505,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
687,4341,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
688,4245,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
689,4335,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
690,4350,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
691,4564,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
692,4537,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
693,4550,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
694,4573,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
695,4566,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
696,4546,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
697,4554,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
698,4553,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
699,4572,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
700,4568,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
701,4543,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
702,4527,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
703,4548,Q10,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
